"LocationID","BegFt","EndFt","LocTypeID","StreamName","StreamAndTribNames","RiverMiles","SpecieID","Species","SciName","ITIS_TSN","RunID","Run","SubrunID","SubRun","ProdID","Production","StageID","Stage","LifeHistoryID","LifeHistoryType","TrendID","TrendTypeID","TrendType","TypeID","Type","CategoryID","DataCategory","CompilerID","CompiledBy","Updated","HistoricStatID","HistoricStat","TrendStatID","TrendStat","WQC","Years","Observations","NewObs","HatchID","Hatch_Name","DamID","Dam_Name","SOTR","AgeD","TrendCom","StatCom","StreamAndTributaries","MapLabel","MapURL","NMFS_PopCode","PopID","BPAProjNum","DSID","PopulationName","ESApopName","TrendID.1","KeyDate","BeginDate","EndDate","Males","Females","Jacks","Unknown","Total","RefID","BeginSpawn","EndSpawn","MalesSpawned","FemalesSpawned","FemalesNonviable","JacksSpawned","Morts","EggsTaken","Agency","AgencyID","DataEntry","NullFlag","Updated.1","Comments","ASNID","AsCode","AgeStructure","AsSource","AsMethod","AgingMethod","DSID.1","Citation","CitationURL","X"
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1984/01/01",1984-01-01,1984-01-01,NA,NA,NA,82,82,300000," "," ",NA,NA,0,0,0,0," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," ",306001984,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1985/01/01",1985-01-01,1985-01-01,46,235,19,34,334,300000," "," ",NA,NA,0,0,0,1587600," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," ",306001985,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1986/01/01",1986-01-01,1986-01-01,111,296,78,31,516,300000," "," ",NA,NA,0,0,0,913100," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," ",306001986,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1987/01/01",1987-01-01,1987-01-01,782,1210,25,0,2017,300000," "," ",NA,NA,32,0,528,4075666," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," ",306001987,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1988/01/01",1988-01-01,1988-01-01,777,1032,163,0,1972,300000," "," ",NA,NA,19,0,118,4890970," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," ",306001988,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1989/01/01",1989-01-01,1989-01-01,0,0,0,1700,1700,300000," "," ",NA,NA,8,0,148,3516306," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," ",306001989,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1990/01/01",1990-01-01,1990-01-01,0,0,0,2042,2042,300000," "," ",NA,NA,NA,0,NA,4833104," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," combined Dw+Ko: 21 nonviable females<<comma>> 127 morts",306001990,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1991/01/01",1991-01-01,1991-01-01,277,326,26,3,632,300000," "," ",NA,NA,8,0,373,995842," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," DwSCS + KoSCS",306001991,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1992/01/01",1992-01-01,1992-01-01,291,331,36,23,681,300000," "," ",NA,NA,14,0,347,881900," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," DwSCS",306001992,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
"1163310465027",2044,2044,1," North Fork Clearwater River"," North Fork Clearwater River<<comma>> trib to Clearwater River"," from RM 0.38 to RM 0.38",1,"Chinook salmon"," Oncorhynchus tshawytscha",161980,1," Spring",98," N/A",1,"Hatchery",29," All stages",1," Anadromous",30600,98," N/A",116," Total live and dead fish",5," Hatchery Returns",3," USFWS"," 2000-01-01 00:00:00.0",99," Unknown",1," Data currently collected for Trend table",1," 1984-2008",25,0,4,"Dworshak NFH",98," N/A",0," True",NA,NA," North Fork Clearwater River<<comma>> trib to Clearwater River (which is a trib of Snake River)"," Spring Chinook salmon Trend 30600 on North Fork Clearwater River<<comma>> trib to Clearwater River"," https://gis.psmfc.org/ArcGIS/rest/services/StreamNet/Trends/MapServer/0",NA,NA,NA,NA,NA,NA,30600," 1993/01/01",1993-01-01,1993-09-13,381,435,7,0,823,300000," 1993/08/24"," 1993/09/13",316,343,19,7,119,1482121," USFWS",22," Roseberg/Pastor",0," 2000-01-01 00:00:00.0"," ",306001993,1," Age structure was derived from this group of fish",NA,97," Combination of methods",NA," Pastor<<comma>> Steve.  Columbia River information System (CRiS)  U.S. Fish & Wildlife Service<<comma>> Columbia River Fisheries Project Office<<comma>> Vancouver<<comma>> WA 98665<<comma>> 2001<<comma>> (StreamNet Reference)"," http://docs.streamnetlibrary.org/StreamNet_References/USFWSsn300000.pdf",NA
